t,top_strip_signature,boundary_signature,center_signature,top_strip_holonomy,boundary_holonomy,center_holonomy,transfer,boundary_fraction,top_edge_fraction,slip_density,proxy_chern,entropy,pi_a
3.8000000000000003,7.503186563589217e-05,0.0001536279852061565,5.640551111541179e-05,-3.9636601327764547,8.386160072736448,-0.02845687404829156,0.8258672219303422,0.9999999534009358,0.8421445780541983,0.0,-3.686196732892695e-24,2.240000816773342,13.938537217311982
3.9000000000000004,6.766787783448415e-05,0.0001324593374205392,4.63557020805681e-05,-3.726602357406859,8.571598125936696,-0.03447990374496901,0.8262867939495548,0.9999999657548343,0.830009262782238,0.0,-6.0558946326094274e-24,2.1967886524189484,13.777518042348012
4.0,6.081450384646852e-05,0.00011645766840512746,3.821108731702019e-05,-4.08327782367853,8.16579823315802,-0.04206152637815541,0.8266638009959275,0.999999974675894,0.8171909178505197,0.0,-2.632997666351925e-25,2.1546108392694316,13.618664805554584
4.1000000000000005,5.501847003084864e-05,0.00010125880668133746,3.153665672398737e-05,-3.897571623454179,8.29885768930686,-0.05075915406859899,0.8269998213435296,0.9999999812911019,0.8036682721699113,0.0,-2.7646475496695213e-24,2.1134456862533013,13.46195950467162
4.2,4.9615019150099954e-05,8.810761660184487e-05,2.6190173536623492e-05,-3.7129183328916326,8.430949554125885,-0.0612315996010353,0.827296815675591,0.9999999860249776,0.7895026743763106,0.0,1.1848489498583662e-24,2.073271976848979,13.307383967071209
4.3,4.5021592006358325e-05,7.687193208607292e-05,2.180192940100315e-05,-3.523109410979152,8.541737497686963,-0.07282745792749079,0.8275571690205723,0.9999999895971853,0.7746639161098551,0.0,2.632997666351925e-25,2.034068877577331,13.154919862741014
4.4,4.08722055807261e-05,6.722365789028942e-05,1.8197745158246727e-05,-3.33650288312879,8.652603676240652,-0.08749721543481459,0.8277833542703541,0.9999999922040934,0.75917430413435,0.0,-1.3164988331759625e-25,1.9958159029336546,13.004548716131332
4.5,3.728552455572843e-05,5.8604036120605954e-05,1.5285972164796015e-05,-2.9945436553437217,8.861674841478557,-0.11475044375178833,0.8279778120655317,0.9999999941174395,0.7431096121754759,0.0,2.9621223746459155e-25,1.9584928878207861,12.85625191707602
4.6000000000000005,3.413101849504371e-05,5.1187187886895254e-05,1.2823547294991606e-05,-2.5842386971574642,9.094960849885407,-0.12251371436853731,0.8281434047622718,0.9999999955388696,0.726382165763327,0.0,2.9621223746459155e-25,1.922079915621065,12.710010729696823
4.7,3.112554198440319e-05,4.5095903663443934e-05,1.0819722082730608e-05,-2.2953953937854363,9.356616092638575,-0.142104011819002,0.8282827589950348,0.999999996580387,0.7091768247412873,0.0,5.924244749291831e-25,1.8865573191455967,12.565806301153321
4.800000000000001,2.828381881947872e-05,4.030312176576416e-05,9.166826553321518e-06,-2.5673817369236467,8.949565131459801,-0.16828518688380334,0.8283981364675601,0.9999999973465934,0.6914595306729941,0.0,-3.2912470829399063e-26,1.851905713222867,12.423619671032622
4.9,2.579212955296291e-05,3.580363228266285e-05,7.841607748811944e-06,-2.577484902416665,8.738075386692742,-0.19152925387782882,0.8284736920416739,0.9999999978852431,0.6732776555580753,0.0,-1.3164988331759625e-25,1.8181082730971778,12.283431837511195
5.0,2.3679766595153887e-05,3.165174120660277e-05,6.624427444586359e-06,-2.2638543002095943,8.961583521261693,-0.2277746516412884,0.8284536131402243,0.9999999982625559,0.6536890917003281,0.0,-3.2912470829399063e-26,1.785155768981752,12.14522394805731
5.1000000000000005,2.193658522823706e-05,2.8146225555238554e-05,5.640690554726912e-06,-1.8881012983300471,9.193716189062993,-0.2625235118898186,0.8284354855270307,0.9999999985524118,0.6337325445423682,0.0,-4.114058853674883e-26,1.75302707747565,12.008976999104851
5.2,1.9859683248408125e-05,2.5375341638104217e-05,4.818359450434555e-06,-2.069256235517572,8.885068117760976,-0.2903845904936808,0.8284190773361512,0.9999999987702639,0.613441083869819,0.0,8.228117707349766e-26,1.7217016032630506,11.874671852276126
5.300000000000001,1.802816349170381e-05,2.2682981171853963e-05,4.127253217887325e-06,-1.904737803087764,8.855667020097952,-0.33039088630234703,0.8284041954580448,0.9999999989296595,0.5930114021460948,0.0,1.1519364790289673e-25,1.691159265911078,11.742289249950177
5.4,1.6478958220062644e-05,2.039340064955304e-05,3.6966119787251453e-06,-2.1573236887307505,8.472509001677388,-0.3515769390431873,0.8283906993888235,0.9999999990350075,0.5725228960067281,0.0,-6.171088280512325e-26,1.6613804869977256,11.611809830197913
5.5,1.5231375286089657e-05,1.8383035348159245e-05,3.1379055018395143e-06,-2.1399310756536973,8.360810871325384,-0.417878402001034,0.8283784228971038,0.9999999991068872,0.5520298995298798,0.0,6.582494165879813e-26,1.6323461775615946,11.48321414110479
5.6000000000000005,1.4111841979428034e-05,1.655878329937646e-05,2.749603410067526e-06,-2.145647593469416,8.188293626095124,-0.42423778013857505,0.8283672135194639,0.9999999991482228,0.5315529505805074,0.0,-7.816711821982277e-26,1.6040377258653742,11.356482654501125
5.7,1.3228806499315127e-05,1.4859264751216887e-05,2.44478176422696e-06,-1.994765146429279,8.288903557404783,-0.4177307974065376,0.8283569746419581,0.999999999170045,0.5111026803603955,0.0,0.0,1.5764369854652291,11.231595779119528
5.800000000000001,1.2318777345922044e-05,1.3681045280995369e-05,2.2114379288520394e-06,-2.3494743356216725,7.744420149947771,-0.3376762089519938,0.8283476153647588,0.9999999991851052,0.49093734474420603,0.0,0.0,1.5495262635784341,11.108533873198395
5.9,1.1459685359352273e-05,1.2259741065228482e-05,2.0150950040703762e-06,-1.8916386070823419,7.930694084555794,-0.27323493616590366,0.8283390418839988,0.9999999991930382,0.4709862804589071,0.0,8.228117707349766e-27,1.5232883097418697,10.98727725654977
6.0,1.0688905781400612e-05,1.1064119668899545e-05,1.792696033140049e-06,-1.971320468644978,7.885772458105468,-0.36782296748142485,0.828331189317564,0.9999999991925554,0.45145374742317046,0.0,-4.114058853674883e-27,1.497706304754002,10.86780622210942
